mediacontent_id,genre_id
228,9
229,8
229,16
230,6
230,8
230,13
231,5
232,5
232,8
232,14
233,8
234,5
234,6
234,16
235,5
235,8
236,5
236,14
237,5
237,8
237,14
238,1
238,2
238,8
239,2
239,3
239,5
239,14
240,8
240,11
240,16
241,2
241,8
242,8
243,8
243,9
246,7
247,8
247,9
248,5
249,8
249,14
250,5
251,1
251,8
251,16
252,5
252,8
252,14
253,8
253,9
253,11
254,8
254,14
255,5
255,6
256,5
257,1
257,8
257,13
257,16
258,2
258,5
258,9
259,6
259,8
259,16
260,1
260,2
261,8
261,14
262,8
262,9
263,8
265,8
265,14
266,8
266,14
266,17
266,18
267,2
267,5
269,6
269,8
270,8
270,14
271,8
272,5
272,8
273,8
273,11
273,14
274,5
275,5
275,8
275,14
276,5
276,8
276,14
277,8
277,9
278,5
278,14
279,5
279,8
280,6
280,8
281,5
281,8
282,8
282,16
283,6
283,8
283,16
284,1
284,6
284,8
284,16
285,11
287,8
287,14
288,6
288,8
288,16
289,5
289,14
290,8
291,8
291,14
291,16
292,1
292,8
292,16
293,1
293,6
293,8
294,5
294,8
294,14
295,5
295,8
295,14
296,5
296,6
296,16
298,5
298,8
299,8
299,14
300,8
301,8
302,8
302,14
303,1
303,8
303,14
303,16
303,18
304,5
304,8
305,5
306,8
306,13
306,14
307,8
308,5
308,8
308,13
310,5
311,8
311,11
312,5
312,8
313,2
313,3
313,5
313,9
314,2
314,8
314,9
315,1
315,16
316,1
316,2
317,5
317,8
317,9
318,6
318,8
319,6
319,16
320,8
320,16
321,5
321,8
322,5
322,6
324,5
324,8
324,14
325,5
326,8
326,14
326,17
327,1
327,5
327,9
328,5
328,11
328,16
329,1
329,2
329,16
330,6
330,8
330,9
330,11
330,16
331,8
331,14
332,11
332,16
333,5
334,8
335,6
335,8
335,16
336,8
336,17
337,8
337,14
338,1
338,6
338,16
339,5
339,14
340,8
340,17
341,5
341,8
341,14
342,5
342,8
342,14
343,5
343,8
344,5
344,6
344,13
345,5
345,8
346,8
347,8
347,14
347,16
348,5
348,6
349,1
349,8
349,16
350,6
350,8
350,13
350,16
351,5
351,14
352,5
352,8
353,1
353,9
353,16
354,8
355,5
355,9
356,5
356,8
356,14
357,5
357,8
357,14
358,6
358,8
358,16
359,5
359,8
359,14
360,5
360,14
361,5
361,8
361,14
362,2
362,8
363,7
364,3
364,8
365,8
366,9
366,11
366,13
367,5
367,6
367,9
367,14
368,1
368,2
368,5
368,8
368,18
369,8
370,5
370,6
371,5
371,8
372,5
372,8
372,14
373,6
373,8
373,16
374,5
376,2
376,8
376,16
377,1
377,16
378,5
378,14
379,1
379,6
379,16
380,1
380,16
381,8
381,14
382,8
382,11
382,14
383,1
383,2
383,8
383,18
384,1
384,6
384,14
384,16
385,5
385,8
386,5
386,8
387,1
387,5
387,6
388,8
389,8
390,1
390,5
390,6
390,16
391,6
391,8
391,14
393,1
393,2
393,5
393,16
405,1
405,2
405,9
406,6
406,8
407,11
407,13
408,8
408,14
408,18
409,6
409,8
409,16
410,5
410,9
412,8
412,14
413,5
413,6
414,5
415,1
415,5
415,6
416,14
416,18
417,5
417,8
417,14
418,5
418,8
418,9
419,5
420,1
420,5
420,6
421,2
421,8
422,6
422,16
423,1
424,8
425,8
425,14
426,11
427,8
427,14
427,16
428,6
428,8
429,2
429,5
429,9
429,14
430,5
430,8
431,6
431,8
431,16
432,5
432,18
433,5
433,13
434,1
434,2
434,16
435,5
436,13
436,14
436,16
437,5
437,6
437,16
438,1
438,5
438,6
438,8
438,16
438,18
440,5
441,5
441,8
442,1
442,6
444,5
444,8
444,14
444,18
445,5
445,6
446,8
448,8
449,5
450,5
450,8
451,8
451,14
451,16
452,5
452,13
452,14
452,16
453,5
453,14
454,8
454,13
454,16
455,2
455,8
456,6
456,8
456,16
457,1
457,8
457,16
458,1
458,8
458,18
459,1
459,6
459,13
459,16
460,5
460,6
461,5
461,8
461,14
464,1
464,6
464,16
466,1
466,5
466,17
467,5
468,5
468,8
468,14
469,8
469,14
470,5
471,5
471,8
471,9
472,5
472,8
473,5
474,1
474,6
474,8
474,13
474,16
475,8
476,5
476,8
476,14
477,8
478,5
479,1
479,6
479,16
480,2
481,6
481,16
482,1
482,6
482,8
482,16
484,2
485,1
485,2
485,5
485,9
486,5
487,5
487,18
488,8
488,14
489,5
490,16
491,8
492,5
492,13
493,6
493,8
493,16
494,1
494,2
494,8
494,16
495,8
495,14
496,5
496,8
496,14
497,5
497,8
497,14
499,5
499,14
500,5
500,8
501,5
501,8
502,1
502,2
502,8
504,1
504,8
504,16
505,2
505,5
505,8
506,8
506,9
507,6
507,8
507,16
508,8
509,8
509,14
510,8
510,14
511,1
511,8
511,14
512,11
512,16
513,5
513,6
513,8
514,5
514,6
514,8
515,8
515,14
516,5
516,8
517,1
517,8
517,16
518,5
518,8
518,14
519,1
519,6
519,16
520,5
521,6
521,8
521,14
522,1
522,8
522,16
523,8
523,14
524,8
526,8
527,8
527,17
528,5
529,8
531,8
531,9
532,5
532,6
533,1
533,6
533,9
534,8
534,14
535,5
535,8
536,5
536,8
537,5
537,8
538,5
538,8
538,13
539,5
539,8
539,14
540,8
540,16
541,8
541,16
542,5
542,8
542,14
543,5
543,6
543,14
544,1
544,6
544,13
544,16
546,2
546,5
546,9
547,1
547,2
547,6
547,8
547,16
548,1
548,16
549,8
550,5
550,8
550,14
551,3
551,9
552,1
552,2
552,5
552,14
553,1
553,18
555,1
555,6
555,14
556,7
558,3
558,9
562,5
562,8
563,8
563,14
564,5
564,14
567,5
567,8
568,5
568,8
569,5
573,5
574,5
574,8
575,5
575,14
577,2
577,5
579,6
579,8
579,16
580,5
580,8
580,13
581,7
583,5
583,8
585,5
585,14
586,5
587,9
587,14
587,16
588,2
588,3
588,9
588,14
589,1
589,16
590,2
590,8
590,18
592,1
592,6
592,9
593,6
593,8
593,16
594,3
594,9
595,3
595,9
595,14
596,3
596,9
597,5
597,14
599,18
600,6
600,16
602,7
605,5
605,14
606,11
606,16
608,6
608,8
608,16
609,2
609,5
609,8
610,2
610,3
610,9
611,11
611,16
612,5
612,14
613,8
613,14
615,5
615,8
616,2
616,3
616,5
617,8
617,14
618,5
618,14
619,5
626,5
626,6
626,14
627,5
627,6
627,8
627,16
628,6
628,8
628,13
628,16
631,2
631,3
631,9
631,14
632,8
632,17
633,5
634,5
634,9
635,5
635,8
636,5
636,8
636,16
637,5
638,5
638,8
638,14
639,5
639,8
640,11
640,13
640,16
645,8
645,14
647,8
647,13
647,16
647,17
648,1
648,2
648,16
649,5
649,8
650,8
650,14
653,1
653,2
653,8
653,9
656,1
656,5
661,2
661,3
661,9
662,16
663,5
665,5
665,8
665,17
667,1
667,16
668,8
670,8
671,5
673,3
673,5
673,9
674,2
674,5
678,8
678,16
679,8
679,14
680,8
680,13
685,8
688,1
688,2
688,5
691,8
691,14
692,1
692,2
692,16
694,1
694,6
694,8
694,16
695,6
695,13
695,16
697,5
697,6
697,8
697,14
697,16
698,8
698,14
700,5
700,8
700,14
703,8
703,13
703,14
704,1
704,2
704,8
706,8
707,6
707,8
707,13
707,16
708,5
708,14
709,3
709,5
710,5
711,2
714,8
714,9
714,18
715,2
715,8
715,14
718,5
718,9
719,5
719,9
719,14
720,3
720,5
722,7
724,8
724,9
724,11
725,5
726,6
726,8
728,5
728,14
731,8
731,13
731,16
733,1
733,2
733,16
735,5
735,11
736,1
736,2
736,8
737,1
737,2
741,1
741,3
742,9
742,11
743,1
743,5
745,3
745,5
747,5
748,11
748,16
750,5
750,17
757,1
757,8
759,7
760,8
760,17
761,1
761,2
762,5
762,6
762,8
764,8
764,14
765,5
765,8
766,8
773,8
773,14
775,8
775,11
775,13
778,6
778,8
779,5
779,14
780,1
780,2
781,8
781,14
782,1
782,8
782,16
783,3
783,8
784,5
784,8
784,16
785,5
786,1
786,13
786,16
788,5
788,9
788,14
790,8
790,14
790,17
795,5
795,8
798,1
798,2
798,16
799,5
799,11
800,8
800,13
800,14
801,5
801,8
802,8
802,9
802,14
803,5
803,8
803,14
804,5
804,14
805,6
805,8
805,16
806,6
806,8
808,2
808,8
809,1
810,5
810,9
813,5
818,5
823,8
823,14
824,8
828,2
828,8
828,9
829,5
829,9
830,5
832,1
832,16
833,5
833,6
833,14
835,1
835,8
835,16
836,1
836,16
837,5
837,9
838,5
838,8
838,14
839,1
839,9
839,16
840,5
841,8
841,11
841,16
842,5
842,11
848,5
848,8
849,1
849,16
851,8
852,5
852,8
852,14
858,6
858,8
861,1
861,6
861,16
866,6
866,8
866,16
867,5
869,6
869,8
870,5
875,1
875,6
875,8
876,1
876,5
876,6
876,16
879,11
879,13
879,16
880,11
881,5
882,8
882,16
885,5
885,9
886,1
886,5
886,6
888,2
888,3
889,8
889,14
891,11
892,5
892,8
892,14
893,8
896,8
896,14
897,2
897,8
897,14
897,17
898,5
898,14
899,5
899,14
900,5
900,14
901,5
901,14
902,5
902,8
902,14
903,13
903,14
903,16
904,8
904,13
904,16
905,5
905,14
906,6
906,8
906,13
906,16
907,5
907,14
908,2
908,16
909,5
909,8
909,14
910,5
910,6
910,14
911,5
911,13
911,14
912,8
912,14
913,6
913,13
913,16
914,5
914,14
915,5
915,8
915,14
916,5
916,8
916,14
917,5
917,8
918,5
918,8
918,14
919,2
919,9
920,8
920,14
920,17
921,5
921,8
922,8
923,8
923,13
924,2
924,13
926,8
927,5
927,8
928,8
928,13
928,14
928,16
929,1
929,13
929,16
930,8
930,13
930,14
930,16
931,13
931,14
931,16
932,8
932,14
933,13
933,14
933,16
934,5
934,8
934,14
935,5
935,14
936,5
936,14
937,5
937,14
938,5
938,14
940,1
940,2
940,14
941,1
941,2
941,14
942,8
942,13
943,8
943,9
943,14
944,2
944,8
944,9
944,14
945,5
945,14
946,5
946,14
946,17
947,5
948,8
948,14
948,18
949,8
950,5
950,6
950,13
951,5
951,8
951,14
952,2
952,5
952,9
952,14
953,8
953,9
954,5
954,8
955,5
955,14
956,8
956,14
959,8
959,14
961,8
963,5
963,14
965,13
965,16
968,11
968,16
969,2
969,8
969,14
970,2
970,5
971,8
973,5
973,8
973,14
976,8
976,14
976,17
979,8
981,6
981,8
982,8
982,14
984,5
984,8
984,14
986,2
986,8
987,8
987,14
988,5
988,8
990,1
990,6
990,16
991,8
991,16
991,17
993,8
993,14
994,5
994,8
994,14
996,1
996,6
996,8
996,18
998,1
998,6
998,8
998,14
998,16
999,5
999,6
999,16
1003,8
1003,16
1004,1
1004,5
1004,6
1004,8
1004,16
1005,1
1005,5
1005,8
1006,6
1006,8
1007,5
1007,18
1008,2
1008,18
1009,2
1009,9
1010,5
1010,9
1011,5
1011,9
1011,14
1012,2
1012,8
1012,18
1013,5
1013,14
1014,5
1014,8
1015,2
1015,5
1016,5
1016,9
1017,2
1018,5
1018,6
1019,2
1019,9
1020,2
1020,5
1020,8
1021,5
1021,9
1022,3
1022,9
1022,14
1023,3
1024,3
1025,3
1025,9
1027,1
1027,2
1027,8
1028,5
1028,9
1029,3
1030,3
1030,5
1030,9
1031,3
1031,9
1032,2
1032,3
1032,9
1033,2
1033,3
1033,8
1034,5
1034,6
1034,8
1034,16
1035,8
1035,14
1036,1
1036,16
1037,11
1040,8
1040,16
1041,8
1042,5
1042,8
1042,14
1043,8
1043,14
1046,5
1046,8
1046,14
1047,1
1047,6
1047,13
1047,16
1049,2
1049,16
1050,7
1051,5
1051,8
1053,6
1053,8
1053,14
1054,2
1054,8
1055,16
1056,8
1056,14
1057,5
1057,14
1059,8
1059,14
1060,5
1060,8
1061,6
1061,8
1061,16
1064,2
1064,3
1066,5
1066,14
1068,6
1068,13
1068,16
1073,5
1073,9
1076,8
1076,11
1076,13
1077,5
1078,5
1079,5
1079,6
1080,5
1081,5
1081,14
1082,5
1082,8
1083,1
1083,2
1083,5
1083,14
1083,18
1084,6
1084,8
1085,2
1085,8
1086,6
1086,8
1086,16
1088,8
1088,14
1089,6
1089,16
1090,1
1090,8
1090,17
1091,5
1091,6
1092,13
1092,16
1093,8
1094,6
1094,8
1094,16
1095,6
1095,8
1095,13
1096,8
1096,14
1096,17
1097,2
1097,9
1099,8
1099,9
1100,1
1100,2
1100,8
1101,1
1101,8
1101,14
1103,8
1104,8
1104,16
1105,11
1111,7
1112,5
1112,6
1114,6
1114,8
1116,8
1117,8
1119,8
1120,8
1121,5
1123,7
1124,8
1124,14
1125,5
1125,6
1125,13
1126,5
1126,8
1126,9
1127,2
1127,16
1128,11
1129,1
1129,16
1130,11
1131,8
1132,8
1135,5
1136,2
1136,5
1136,9
1137,5
1137,14
1140,8
1144,7
1147,7
1148,3
1148,5
1150,8
1151,3
1151,9
1156,8
1161,8
1161,17
1162,5
1162,8
1163,5
1163,8
1167,5
1170,1
1170,6
1170,8
1170,16
1171,5
1171,8
1172,8
1172,14
1173,6
1173,8
1175,5
1175,9
1176,8
1176,9
1177,8
1177,14
1178,8
1178,17
1179,6
1179,8
1180,5
1183,8
1183,14
1183,17
1184,5
1184,14
1184,17
1185,8
1186,8
1187,8
1188,5
1188,8
1188,14
1189,6
1189,7
1190,5
1190,8
1190,14
1191,7
1192,7
1193,8
1194,2
1194,5
1196,1
1196,2
1197,2
1197,5
1197,9
1197,14
1198,1
1198,2
1199,5
1200,1
1200,16
1201,18
1202,5
1202,8
1203,8
1204,2
1204,17
1206,6
1207,8
1208,8
1208,17
1209,8
1209,18
1210,1
1210,2
1211,8
1211,9
1211,14
1212,13
1212,16
1213,6
1213,8
1214,11
1215,5
1215,9
1215,11
1216,2
1216,8
1216,14
1217,1
1217,8
1218,1
1218,6
1218,8
1218,16
1219,11
1219,13
1219,16
1220,1
1220,5
1220,6
1221,6
1221,8
1222,8
1222,17
1223,2
1223,3
1223,5
1224,8
1224,17
1225,8
1226,5
1226,8
1226,14
1227,6
1227,8
1228,8
1230,5
1230,8
1230,14
1231,2
1231,8
1232,8
1233,8
1233,17
1234,5
1234,6
1234,8
1235,5
1235,8
1235,14
1236,5
1236,8
1236,14
1237,8
1237,9
1238,5
1238,8
1240,1
1240,16
1241,5
1241,11
1242,8
1242,17
1243,5
1243,8
1244,5
1244,8
1244,14
1245,6
1245,8
1245,16
1246,8
1247,5
1247,8
1247,14
1248,6
1248,8
1248,16
1249,1
1249,16
1250,8
1250,17
1251,8
1252,6
1252,8
1252,13
1252,16
1253,8
1253,16
1254,2
1254,8
1254,18
1255,1
1255,5
1255,11
1256,5
1256,17
1257,5
1257,14
1258,11
1258,16
1259,6
1259,8
1260,6
1260,8
1260,16
1261,5
1261,9
1261,11
1262,2
1262,8
1262,17
1263,8
1263,17
1264,1
1264,8
1264,16
1265,5
1265,9
1265,14
1266,18
1267,8
1267,16
1268,8
1269,5
1269,6
1270,2
1270,5
1271,5
1271,8
1272,8
1272,17
1273,5
1273,6
1273,8
1274,1
1274,3
1275,1
1275,2
1275,9
1276,6
1276,8
1277,5
1277,8
1277,14
1278,5
1279,5
1279,8
1280,8
1281,5
1281,17
1282,3
1282,9
1283,8
1283,16
1283,18
1284,6
1284,13
1284,16
1285,5
1285,6
1286,8
1286,9
1286,14
1287,2
1287,8
1288,5
1289,7
1290,5
1290,14
1291,1
1291,2
1292,5
1292,8
1293,8
1295,8
1295,14
1296,8
1296,14
1297,5
1297,14
1298,8
1299,8
1299,17
1300,5
1300,8
1301,2
1302,8
1302,9
1303,2
1303,8
1304,2
1304,6
1304,8
1304,18
1305,8
1306,2
1306,8
1307,5
1307,8
1307,14
1310,7
1312,8
1318,5
1318,14
1320,1
1320,11
1321,5
1321,11
1322,11
1323,11
1324,11
1325,11
1326,11
1327,11
1328,11
1329,11
1330,11
1330,13
1331,8
1331,11
1331,16
1332,11
1332,13
1332,16
1333,11
1333,16
1334,11
1335,11
1336,11
1336,16
1337,11
1337,16
1339,11
1339,14
1340,11
1341,11
1341,13
1341,16
1342,8
1342,11
1342,16
1343,6
1343,8
1343,16
1344,6
1344,8
1344,16
1345,11
1345,16
1346,9
1346,11
1347,11
1348,9
1348,11
1349,11
1350,11
1350,16
1351,6
1351,16
1352,6
1352,8
1352,16
1353,5
1353,8
1353,14
1354,8
1354,14
1355,8
1355,11
1355,13
1355,16
1356,1
1356,2
1356,16
1357,8
1358,8
1359,2
1359,5
1361,6
1361,7
1363,5
1363,8
1363,9
1363,14
1365,5
1365,8
1365,14
1366,8
1367,5
1370,1
1370,16
1371,2
1371,13
1372,1
1372,2
1372,16
1373,1
1373,2
1373,16
1374,1
1374,2
1374,16
1375,1
1375,2
1375,16
1376,2
1377,1
1377,9
1378,1
1378,2
1378,18
1379,2
1379,18
1380,5
1380,14
1381,5
1381,14
1382,1
1382,6
1382,8
1382,16
1385,1
1385,16
1387,2
1387,11
1387,16
1388,11
1388,16
1389,11
1389,16
1390,5
1391,5
1391,9
1392,5
1392,8
1393,5
1393,8
1393,14
1394,5
1394,6
1395,5
1395,8
1396,5
1396,6
1396,8
1397,8
1398,8
1398,14
1399,8
1401,8
1405,2
1405,3
1405,5
1405,6
1406,8
1406,16
1407,6
1407,11
1407,13
1408,1
1408,14
1408,17
1409,5
1409,8
1409,9
1411,8
1412,8
1413,8
1413,14
1414,5
1414,8
1415,6
1415,8
1415,14
1416,8
1417,8
1417,14
1419,2
1419,8
1422,1
1422,6
1422,8
1422,13
1422,16
1423,7
1423,8
1423,14
1423,16
1425,5
1425,14
1426,2
1426,5
1426,14
1427,1
1427,6
1427,16
1428,8
1428,14
1429,1
1429,2
1429,5
1429,6
1429,8
1429,16
1430,1
1430,5
1430,8
1430,16
1431,1
1431,5
1432,1
1432,5
1432,6
1432,8
1437,8
1438,1
1438,2
1438,8
1438,16
1439,5
1440,1
1440,5
1441,5
1441,8
1442,8
1442,14
1445,5
1446,5
1446,8
1447,5
1447,6
1447,8
1449,5
1453,5
1453,14
1454,5
1454,8
1456,1
1456,5
1457,5
1457,8
1457,14
1458,5
1458,8
1458,14
1459,1
1459,6
1459,8
1460,5
1461,5
1464,8
1464,13
1464,16
1465,1
1465,8
1465,16
1466,6
1466,8
1466,16
1468,5
1473,5
1473,14
1474,5
1475,8
1475,14
1476,5
1476,8
1477,5
1477,8
1477,14
1479,1
1479,2
1479,14
1479,16
1480,8
1480,16
1483,8
1483,16
1484,5
1484,8
1485,5
1487,8
1488,6
1488,8
1488,16
1489,3
1489,5
1490,5
1493,5
1493,14
1495,1
1495,2
1495,9
1496,8
1496,14
1497,1
1498,8
1498,14
1499,2
1499,11
1499,16
1500,1
1500,5
1500,14
1500,16
1502,8
1502,14
1503,2
1503,5
1503,6
1503,13
1507,8
1507,17
1513,5
1514,8
1514,14
1515,1
1515,8
1515,16
1516,5
1516,8
1517,5
1517,6
1518,1
1518,6
1518,8
1518,13
1518,16
1519,8
1519,14
1526,5
1527,1
1527,2
1529,5
1529,8
1533,8
1533,14
1537,5
1537,8
1537,14
1541,5
1541,14
1542,5
1542,8
1542,14
1544,1
1544,2
1545,8
1546,5
1546,9
1546,13
1547,8
1549,5
1549,8
1549,9
1549,14
1550,5
1550,14
1551,2
1551,5
1551,8
1552,1
1552,6
1552,16
1554,8
1554,14
1556,1
1556,16
1562,1
1562,2
1564,5
1564,8
1564,14
1565,5
1565,16
1566,2
1566,3
1566,5
1566,9
1566,14
1569,5
1569,14
1571,5
1572,8
1572,14
1573,1
1573,6
1574,8
1574,14
1580,1
1580,2
1580,5
1581,5
1581,14
1582,2
1582,5
1583,2
1583,5
1583,9
1584,8
1584,13
1585,5
1585,14
1586,1
1586,8
1586,17
1587,1
1587,2
1587,9
1588,2
1588,5
1588,14
1589,6
1589,8
1589,16
1590,11
1590,13
1591,1
1591,2
1591,9
1591,11
1591,16
1592,5
1593,5
1593,8
1593,14
1594,5
1594,8
1596,8
1597,1
1597,8
1597,13
1597,16
1598,1
1598,6
1598,8
1598,16
1599,1
1599,6
1599,9
1600,8
1600,14
1600,16
1601,6
1601,8
1602,5
1603,11
1604,1
1604,5
1604,6
1604,16
1605,1
1605,5
1605,6
1606,1
1606,2
1606,9
1608,1
1608,16
1609,8
1609,16
1610,1
1610,16
1611,8
1612,5
1613,5
1613,8
1614,5
1615,1
1615,2
1615,8
1616,1
1616,16
1617,6
1617,13
1617,16
1619,2
1619,8
1620,6
1620,8
1620,13
1620,16
1621,5
1621,8
1623,9
1623,11
1624,8
1625,8
1625,13
1625,16
1626,1
1626,16
1627,6
1627,8
1627,14
1627,16
1629,5
1629,14
1631,1
1631,6
1631,16
1633,8
1635,8
1639,5
1639,8
1639,14
1641,5
1642,5
1642,8
1643,8
1643,14
1644,11
1644,13
1644,16
1645,8
1645,11
1645,13
1646,5
1647,1
1647,6
1647,8
1647,16
1648,5
1648,8
1649,7
1650,8
1650,14
1652,7
1653,13
1653,14
1653,16
1654,8
1654,9
1654,13
1655,11
1655,16
1656,8
1656,14
1658,5
1658,9
1658,14
1659,6
1659,8
1659,14
1660,8
1661,13
1661,16
1662,1
1662,6
1662,8
1662,14
1662,16
1663,1
1663,5
1665,2
1665,5
1667,8
1667,16
1670,8
1670,17
1671,6
1671,8
1671,13
1671,16
1672,6
1672,8
1672,16
1673,8
1674,6
1674,8
1674,16
1675,6
1675,8
1675,14
1675,16
1676,1
1676,2
1676,16
1677,5
1677,8
1678,8
1679,5
1680,5
1680,8
1680,9
1680,14
1681,1
1681,9
1682,5
1682,8
1683,8
1683,14
1684,8
1684,14
1685,8
1685,14
1686,6
1686,8
1686,16
1687,1
1687,6
1687,16
1688,2
1688,3
1688,9
1689,1
1689,5
1689,6
1690,1
1690,11
1693,8
1693,13
1694,8
1695,8
1696,8
1696,14
1699,5
1699,8
1701,5
1701,8
1702,5
1703,5
1703,14
1704,8
1707,5
1711,6
1711,8
1711,13
1713,5
1717,11
1717,13
1718,16
1719,8
1721,8
1721,14
1722,1
1722,2
1722,16
1726,1
1726,2
1727,2
1727,8
1727,14
1729,6
1729,8
1729,16
1730,8
1731,5
1732,5
1732,6
1733,8
1733,14
1734,5
1734,8
1735,5
1735,8
1735,14
1739,1
1739,5
1746,5
1746,14
1747,5
1747,8
1748,13
1752,1
1752,6
1752,16
1753,5
1753,6
1754,6
1754,8
1754,16
1755,5
1755,6
1755,14
1757,1
1757,6
1757,14
1759,8
1759,16
1760,2
1760,5
1760,8
1760,9
1762,1
1762,2
1762,11
1767,5
1767,8
1767,14
1769,1
1769,6
1769,16
1770,6
1770,8
1770,14
1771,11
1771,13
1772,1
1772,5
1772,6
1777,5
1777,14
1779,13
1779,16
1783,6
1783,13
1783,16
1784,5
1784,8
1784,14
1785,6
1785,16
1791,6
1791,16
1792,1
1792,6
1792,16
1793,2
1793,5
1793,9
1794,8
1794,14
1797,7
1798,8
1798,16
1799,1
1799,5
1799,6
1799,8
1799,16
1801,1
1801,2
1801,8
1804,1
1804,6
1804,8
1805,8
1805,13
1805,16
1806,2
1806,5
1806,8
1807,8
1807,14
1809,6
1809,8
1810,5
1810,8
1812,5
1812,8
1816,8
1816,14
1821,8
1821,14
1824,1
1824,5
1824,6
1824,8
1824,16
1825,5
1825,8
1826,2
1826,9
1827,7
1829,8
1829,14
1831,2
1833,1
1833,6
1833,8
1833,16
1834,8
1834,13
1834,16
1835,8
1835,9
1835,14
1836,5
1836,8
1836,14
1837,2
1837,5
1839,5
1839,8
1840,8
1841,16
1844,8
1844,14
1844,16
1845,5
1845,6
1845,13
1848,1
1848,2
1848,5
1848,9
1855,5
1856,7
1857,5
1857,8
1857,14
1858,1
1858,5
1858,6
1859,8
1860,8
1862,1
1862,11
1863,5
1866,1
1866,2
1866,5
1866,6
1866,16
1867,1
1867,2
1870,5
1870,8
1873,6
1873,8
1873,14
1875,8
1876,1
1876,8
1881,3
1881,8
1881,9
1881,14
1882,1
1882,16
1883,5
1883,6
1883,8
1883,14
1883,16
1884,2
1884,5
1884,8
1885,5
1885,8
1887,2
1887,5
1887,18
1888,5
1888,8
1888,14
1889,6
1889,13
1889,16
1891,11
1891,16
1892,6
1892,8
1892,16
1893,8
1894,1
1894,2
1894,5
1894,14
1895,5
1895,14
1897,8
1897,14
1900,8
1902,5
1902,8
1902,14
1904,5
1904,8
1906,5
1906,14
1907,2
1907,3
1909,13
1909,16
1910,1
1910,5
1910,6
1911,5
1911,9
1912,5
1912,6
1912,14
1913,8
1913,13
1914,5
1914,8
1916,5
1916,8
1916,14
1917,1
